id,subject,predicate,object,source,confidence,score,is_sr
176,Tao Liu,作者,academic/wiki/papers/D007-2013-kt-phase,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
177,Gang Su,作者,academic/wiki/papers/D007-2013-kt-phase,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
178,academic/wiki/papers/D007-2013-kt-phase,核心方法,LTRG,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
179,academic/wiki/papers/D007-2013-kt-phase,核心方法,三态模型,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
180,academic/wiki/papers/D007-2013-kt-phase,核心方法,扭曲格点,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
181,academic/wiki/papers/D007-2013-kt-phase,核心方法,准纠缠熵,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
182,academic/wiki/papers/D007-2013-kt-phase,核心方法,比热specific heat,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
183,academic/wiki/papers/D007-2013-kt-phase,核心方法,磁化率,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
184,academic/wiki/papers/D007-2013-kt-phase,核心方法,关联长度,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
185,academic/wiki/papers/D007-2013-kt-phase,核心创新点,再入现象可出现在无局域序参量的相之下,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
186,academic/wiki/papers/D007-2013-kt-phase,核心创新点,再入现象可出现在属于普适类的相之下,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
187,academic/wiki/papers/D007-2013-kt-phase,核心创新点,浮游相不具有任何局域序参量,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
188,academic/wiki/papers/D007-2013-kt-phase,对比方法,广义模型,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
189,广义模型,扩展,扭曲格点,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
190,广义模型,扩展,三态模型,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
191,三态模型,包含,广义模型,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,推断,,0
192,再入现象,紧密相关于,阻挫frustration,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
193,再入现象,紧密相关于,几何结构,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
194,再入现象,紧密相关于,格点自旋自由度,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
195,KT,属于,普适类,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
196,浮游相,对比,部分有序相,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
197,浮游相,对比,顺磁相,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
198,academic/wiki/papers/D007-2013-kt-phase,局限性,三态Potts模型无精确解,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
199,academic/wiki/papers/D007-2013-kt-phase,局限性,再入现象在q>3时消失,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
200,academic/wiki/papers/D007-2013-kt-phase,研究基础,KT,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
201,academic/wiki/papers/D007-2013-kt-phase,研究基础,堆积模型,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
202,堆积模型,包含,再入现象,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,推断,,0
203,堆积模型,应用于,三态模型,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
204,堆积模型,应用于,四态模型,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
205,academic/wiki/papers/D007-2013-kt-phase,主要研究,Potts,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
206,LTRG,拆分,比热磁化率关联长度与准纠缠熵的计算,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
207,LTRG,拆分,LTRG,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
208,LTRG,计算,比热磁化率关联长度与准纠缠熵,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
209,LTRG,拆分,相变温度的标定与相图的绘制,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
210,LTRG,标定,相变温度,raw-not-distributed/D007-2013-kt-phase/wiki.md#semantic,可追溯,,0
211,Potts,包含,再入现象,raw-not-distributed/D007-2013-kt-phase/paper.md,推断,,0
212,比热磁化率关联长度与准纠缠熵的计算,包含,比热磁化率关联长度与准纠缠熵,raw-not-distributed/D007-2013-kt-phase/paper.md,推断,,0
213,相变温度的标定与相图的绘制,包含,相变温度,raw-not-distributed/D007-2013-kt-phase/paper.md,推断,,0
214,再入现象可出现在属于普适类的相之下,包含,KT,raw-not-distributed/D007-2013-kt-phase/paper.md,推断,,0
215,三态Potts模型无精确解,包含,三态模型,raw-not-distributed/D007-2013-kt-phase/paper.md,推断,,0
216,三态Potts模型无精确解,包含,精确解,raw-not-distributed/D007-2013-kt-phase/paper.md,推断,,0
217,academic/wiki/papers/D008-2014-husimi,来源,academic/raw/references/D008-2014-husimi/paper,raw-not-distributed/D008-2014-husimi/paper.md,可追溯,,0
218,academic/wiki/papers/D008-2014-husimi,发表于,Phys. Rev. B,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
219,Tao Liu,第一作者,academic/wiki/papers/D008-2014-husimi,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
220,Shi-Ju Ran,作者,academic/wiki/papers/D008-2014-husimi,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
221,Wei Li,作者,academic/wiki/papers/D008-2014-husimi,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
222,Xin Yan,作者,academic/wiki/papers/D008-2014-husimi,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
223,Yang Zhao,作者,academic/wiki/papers/D008-2014-husimi,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
224,Gang Su,作者,academic/wiki/papers/D008-2014-husimi,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
225,academic/wiki/papers/D008-2014-husimi,研究基础,无限晶格,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
226,academic/wiki/papers/D008-2014-husimi,研究基础,海森堡反铁磁模型,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
227,academic/wiki/papers/D008-2014-husimi,核心方法,TTN,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
228,academic/wiki/papers/D008-2014-husimi,核心方法,LTRG,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
229,academic/wiki/papers/D008-2014-husimi,核心方法,虚时演化,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
230,academic/wiki/papers/D008-2014-husimi,核心方法,简单更新方案,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
231,academic/wiki/papers/D008-2014-husimi,核心创新点,无能隙量子自旋液体特征刻画,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
232,academic/wiki/papers/D008-2014-husimi,核心创新点,1/3磁化平台的稳定机制,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
233,academic/wiki/papers/D008-2014-husimi,核心创新点,有限温热力学响应分析,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
234,academic/wiki/papers/D008-2014-husimi,对比方法,扭曲格点,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
235,TTN,基于,虚时演化,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
236,TTN,基于,简单更新方案,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
237,LTRG,应用于,有限温演化,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
238,海森堡反铁磁模型,定义于,无限晶格,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
239,无限晶格,紧密相关于,扭曲格点,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
240,磁化平台,选择,自旋构型,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
241,量子自旋液体,探索,海森堡反铁磁模型,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
242,NTD,应用于,TTN,raw-not-distributed/D008-2014-husimi/wiki.md#semantic,可追溯,,0
243,无能隙量子自旋液体特征刻画,包含,液体,raw-not-distributed/D008-2014-husimi/paper.md,推断,,0
244,academic/wiki/papers/D009-2016-aop-physreve93053310,来源,academic/raw/references/D009-2016-aop-physreve93053310/paper,raw-not-distributed/D009-2016-aop-physreve93053310/paper.md,可追溯,,0
245,Shi-Ju Ran,第一作者,academic/wiki/papers/D009-2016-aop-physreve93053310,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
246,academic/wiki/papers/D009-2016-aop-physreve93053310,核心创新点,TRD,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
247,academic/wiki/papers/D009-2016-aop-physreve93053310,核心方法,initio optimization principle,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
248,academic/wiki/papers/D009-2016-aop-physreve93053310,核心方法,交替最小二乘算法,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
249,academic/wiki/papers/D009-2016-aop-physreve93053310,核心方法,奇异值分解重投影,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
250,academic/wiki/papers/D009-2016-aop-physreve93053310,研究基础,MPS,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
251,academic/wiki/papers/D009-2016-aop-physreve93053310,研究基础,无穷矩阵乘积态,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
252,academic/wiki/papers/D009-2016-aop-physreve93053310,研究基础,横向伊辛模型,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
253,academic/wiki/papers/D009-2016-aop-physreve93053310,研究基础,二维经典伊辛模型,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
254,academic/wiki/papers/D009-2016-aop-physreve93053310,研究基础,超胞,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
255,academic/wiki/papers/D009-2016-aop-physreve93053310,研究基础,纠缠浴,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
256,academic/wiki/papers/D009-2016-aop-physreve93053310,研究基础,边界态,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
257,academic/wiki/papers/D009-2016-aop-physreve93053310,研究基础,张量网络,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
258,academic/wiki/papers/D009-2016-aop-physreve93053310,研究基础,转移矩阵,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
259,academic/wiki/papers/D009-2016-aop-physreve93053310,对比方法,DMRG,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
260,academic/wiki/papers/D009-2016-aop-physreve93053310,对比方法,无限时间演化分块删截,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
261,academic/wiki/papers/D009-2016-aop-physreve93053310,对比方法,NCD,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
262,academic/wiki/papers/D009-2016-aop-physreve93053310,对比方法,DMET,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
263,academic/wiki/papers/D009-2016-aop-physreve93053310,对比方法,无穷投影纠缠对态,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
264,academic/wiki/papers/D009-2016-aop-physreve93053310,局限性,当前讨论适用于自旋与玻色子系统,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
265,academic/wiki/papers/D009-2016-aop-physreve93053310,局限性,费米子系统需要与密度矩阵嵌入理论结合修正,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
266,academic/wiki/papers/D009-2016-aop-physreve93053310,未来展望,无限时间演化分块删截,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
267,TRD,基于,张量网络,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
268,TRD,扩展,TTD,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
269,TRD,扩展,秩分解,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
270,initio optimization principle,基于,TRD,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
271,initio optimization principle,基于,MPS,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
272,initio optimization principle,改进,DMRG,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
273,initio optimization principle,改进,无限时间演化分块删截,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
274,initio optimization principle,推广,无穷投影纠缠对态,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
275,纠缠浴,基于,边界态,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
276,纠缠浴,基于,纠缠熵,raw-not-distributed/D009-2016-aop-physreve93053310/wiki.md#semantic,可追溯,,0
277,费米子系统需要与密度矩阵嵌入理论结合修正,包含,DMET,raw-not-distributed/D009-2016-aop-physreve93053310/paper.md,推断,,0
278,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,来源,academic/raw/references/D010-2015-sierpinskie2015-60745-5/paper,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/paper.md,可追溯,,0
279,Meng Wang,第一作者,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
280,Shi-Ju Ran,作者,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
281,Tao Liu,作者,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
282,Yang Zhao,作者,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
283,Qing-Rong Zheng,作者,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
284,Gang Su,作者,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
285,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,研究基础,二维模型,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
286,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,研究基础,几何阻挫,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
287,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,研究基础,Sierpi,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
288,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,研究基础,分形格子,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
289,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,核心方法,实空间重整化群,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
290,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,核心创新点,二维模型,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
291,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,核心创新点,超指数关联长度关系,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
292,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,核心创新点,1/3平台无序相,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
293,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,核心创新点,5/9平台部分有序亚铁相,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
294,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,核心创新点,自旋关联图样继承Sierpi旋转对称性,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
295,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,核心创新点,各向同性反铁磁模型,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
296,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,局限性,仅基于最近邻耦合,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
297,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,局限性,不具备平移对称性,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
298,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,未来展望,各向同性反铁磁模型,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
299,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,对比方法,checkerboard格子,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
300,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,对比方法,扭曲格点,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
301,academic/wiki/papers/D010-2015-sierpinskie2015-60745-5,对比方法,TIT,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
302,实空间重整化群,应用于,Sierpi,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
303,二维模型,基于,Sierpi,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
304,各向同性反铁磁模型,推广,二维模型,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/wiki.md#semantic,可追溯,,0
305,二维模型,包含,Sierpi,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/paper.md,推断,,0
306,超指数关联长度关系,包含,关联长度,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/paper.md,推断,,0
307,自旋关联图样继承Sierpi旋转对称性,包含,Sierpi,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/paper.md,推断,,0
308,各向同性反铁磁模型,包含,Sierpi,raw-not-distributed/D010-2015-sierpinskie2015-60745-5/paper.md,推断,,0
